id,rue,cp,ville,adresse_full,name,raison_sociale,telephone,accueil_1,accueil_2,eco_orgs,folder_type
fvm_0124,Rue Costes et Bellonte,39100,Dole,"Rue Costes et Bellonte, 39100 Dole",DECHETERIE DE DOLE,DECHETERIE DE DOLE,03 84 82 56 19,,,Valobat,Point d'apport volontaire
fvm_0125,Rue des Coteaux de la Haute Seille,39210,Domblans,"Rue des Coteaux de la Haute Seille, 39210 Domblans",DECHETERIE DE DOMBLANS,DECHETERIE DE DOMBLANS,03 84 24 71 36,,,Valobat,Point d'apport volontaire
fvm_0126,Rue des Fontaines,39460,Foncine-le-Haut,"Rue des Fontaines, 39460 Foncine-le-Haut",DECHETERIE DE FONCINE,DECHETERIE DE FONCINE,03 84 52 06 64,,,Valobat,Point d'apport volontaire
fvm_0127,Av. Emile Zola,53120,Gorron,"Av. Emile Zola, 53120 Gorron",Déchèterie de Gorron,Déchèterie de Gorron,02 43 08 15 69,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0128,11 Rue des Colchiques,39400,Longchaumois,"11 Rue des Colchiques, 39400 Longchaumois",DECHETERIE DE LONGCHAUMOIS,DECHETERIE DE LONGCHAUMOIS,03 84 45 21 81,,,Valobat,Point d'apport volontaire
fvm_0129,Rue de la Lième,39570,Perrigny,Rue de la Lième - 39570 Perrigny,DECHETERIE DE LONS NORD,DECHETERIE DE LONS NORD,03 84 24 50 09,,,Valobat,Point d'apport volontaire
fvm_0130,"Zi, Rue Louis Remy",39570,Messia-sur-Sorne,"Zi, Rue Louis Remy, 39570 Messia-sur-Sorne",DECHETERIE DE LONS SUD,DECHETERIE DE LONS SUD,,,,Valobat,Point d'apport volontaire
fvm_0131,Mnt de Saint-Claude,71500,Louhans,"Mnt de Saint-Claude, 71500 Louhans",DECHETERIE DE LOUHANS,DECHETERIE DE LOUHANS,06 32 22 69 43,,,Valobat,Point d'apport volontaire
fvm_0132,La Chalopinnière,53170,Meslay-du-Maine,"La Chalopinnière, 53170 Meslay-du-Maine",Déchèterie de Meslay-du-maine,Déchèterie de Meslay-du-maine,02 43 64 24 52,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0133,24 Rue de Nozeroy,39250,Mignovillard,"24 Rue de Nozeroy, 39250 Mignovillard",DECHETERIE DE MIGNOVILLARD,DECHETERIE DE MIGNOVILLARD,03 84 52 06 64,,,Valobat,Point d'apport volontaire
fvm_0134,Unnamed Road,39260,Moirans-en-Montagne,"Unnamed Road, 39260, Moirans-en-Montagne",DECHETERIE DE MOIRANS EN MONTAGNE,DECHETERIE DE MOIRANS EN MONTAGNE,03 84 42 63 32,,,Valobat,Point d'apport volontaire
fvm_0135,18 Rte de Dole,39380,Mont-sous-Vaudrey,"18 Rte de Dole, 39380 Mont-sous-Vaudrey",DECHETERIE DE MONT SOUS VAUDREY,DECHETERIE DE MONT SOUS VAUDREY,03 84 82 56 19,,,Valobat,Point d'apport volontaire
fvm_0136,Rue de l'Industrie,39160,Saint-Amour,"Rue de l'Industrie, 39160 Saint-Amour",DECHETERIE DE SAINT AMOUR,DECHETERIE DE SAINT AMOUR,03 84 48 81 99,,,Valobat,Point d'apport volontaire
fvm_0137,3 Champtave,39110,Salins-les-Bains,"3 Champtave, 39110 Salins-les-Bains",DECHETERIE DE SALINS LES BAINS,DECHETERIE DE SALINS LES BAINS,06 83 44 39 25,,,Valobat,Point d'apport volontaire
fvm_0138,Chemin de Moidesseules,39230,SELLIERES,Chemin de Moidesseules - 39230 SELLIERES,DECHETERIE DE SELLIERES,DECHETERIE DE SELLIERES,03 84 25 92 69,,,Valobat,Point d'apport volontaire
fvm_0139,,39310,Septmoncel les Molunes,39310 Septmoncel les Molunes,DECHETERIE DE SEPTMONCEL,DECHETERIE DE SEPTMONCEL,03 84 45 52 98,,,Valobat,Point d'apport volontaire
fvm_0140,10 Rue du Luxembourg,39500,Tavaux,"10 Rue du Luxembourg, 39500 Tavaux",DECHETERIE DE TAVAUX,DECHETERIE DE TAVAUX,03 84 82 56 19,,,Valobat,Point d'apport volontaire
fvm_0141,2-8 Les Trois Coins,53300,Oisseau,2-8 Les Trois Coins - 53300 Oisseau,Déchèterie d'Oisseau,Déchèterie d'Oisseau,02 43 08 15 69,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0142,Rte de Lays,71270,Pierre-de-Bresse,"Rte de Lays, 71270 Pierre-de-Bresse",DECHETERIE PIERRE DE BRESSE,DECHETERIE PIERRE DE BRESSE,03 85 72 87 00,,,Valobat,Point d'apport volontaire
fvm_0143,Rue Bois des Rampes,71330,Saint-Germain-du-Bois,"Rue Bois des Rampes, 71330 Saint-Germain-du-Bois",DECHETERIE SAINT GERMAIN DU BOIS,DECHETERIE SAINT GERMAIN DU BOIS,03 85 72 47 63,,,Valobat,Point d'apport volontaire
fvm_0144,39 D31,53220,Saint-Mars-sur-la-Futaie,39 D31 - 53220 Saint-Mars-sur-la-Futaie,Déchèterie St Mars sur la  Futaie,Déchèterie St Mars sur la  Futaie,02 43 08 15 69,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0145,Route de,34650,Lunas,"Route de, 34650 Lunas",Déchetterie de Lunas,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0146,LA BASTIDE,34600,BEDARIEUX,LA BASTIDE 34600 BEDARIEUX,Déchetterie de Bédarieux,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0147,Chemin de Lauzières,30000,NÎMES,Chemin de Lauzières 30000 NÎMES,Dechetterie de Nîmes,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0148,Route de Manduel,30230,BOUILLARGUES,Route de Manduel 30230 BOUILLARGUES,Dechetterie de Bouillargues,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0149,Quartier St-Roman et la Roque,30300,COMPS,Quartier St-Roman et la Roque 30300 COMPS,Dechetterie de Comps,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0150,Avenue de Camargue,30132,Caissargues,Avenue de Camargue 30132 Caissargues,Dechetterie de Caissargues,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0151,Lieu dit Trahusse,30320,MARGUERITTES,Lieu dit Trahusse 30320 MARGUERITTES,Dechetterie de Marguerittes,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0152,30190 D18,30190,Sainte-Anastasie,"30190 D18, 30190 Sainte-Anastasie",Dechetterie de sainte Anastasie,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0153,CD 124,30350,ST BENEZET,CD 124 - 30350 ST BENEZET,Dechetterie Saint Benezet,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0154,,30320,BEZOUCE,30320 BEZOUCE,Dechetterie de Bezouce (Cabrières),DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0155,Chemin de Calvisson,30820,CAVEIRAC,Chemin de Calvisson 30820 CAVEIRAC,Dechetterie Caveirac,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0156,,30540,MILHAUD,30540 MILHAUD,Dechetterie Milhaud,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0157,Route de Fons,30290,LA ROUVIERE,Route de Fons 30290 LA ROUVIERE,Dechetterie La Rouvière,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0158,,30128,GARONS,30128 GARONS,Dechetterie de Garons,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0159,,30360,SAINTE CEZAIRE DE GAUZIGNAN,30360 SAINTE CEZAIRE DE GAUZIGNAN,Dechetterie Sainte Cézaire de Gauzignan,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0160,Mas de l'Avocat,30129,REDESSAN,Mas de l'Avocat - 30129 REDESSAN,Dechetterie Redessan,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0161,Les Arbousiers,30320,POULX,Les Arbousiers 30320 POULX,Dechetterie de Poulx,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0162,101 avenue du Docteur Fleming,30900,NÎMES,101 avenue du Docteur Fleming 30900 NÎMES,Dechetterie de Saint-Césaire,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0163,Route d'Aramon,30300,VALLABREGUES,Route d'Aramon 30300 VALLABREGUES,Dechetterie Vallabrègues,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0164,RD 114,30190,GARRIGUES SAINTE EULALIE,RD 114 - 30190 GARRIGUES SAINTE EULALIE,Dechetterie Garrigues Sainte Eulalie,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0165,Route de Beaucaire,30127,BELLEGARDE,Route de Beaucaire 30127 BELLEGARDE,Dechetterie Bellegarde,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0166,Les Roumettes,30840,MEYNES,Les Roumettes 30840 MEYNES,Dechetterie de Meynes,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0167,75 impasse de l'Ancienne Motte,30000,NÎMES,75 impasse de l'Ancienne Motte 30000 NÎMES,Dechetterie l'ancienne Motte,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0168,Zone artisanale li,30300,FOURQUES,Zone artisanale li 30300 FOURQUES,Dechetterie Fourques,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0169,Chemin de la Fontaine Giliène,30800,ST-GILLES,Chemin de la Fontaine Giliène- 30800 ST-GILLES,Dechetterie Saint Gilles,DECHETTERIE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0170,11 Av. de Londres,13127,Vitrolles,"11 Av. de Londres, 13127 Vitrolles",Déchèterie Vitrolles,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0171,Imp. de la Coopérative,13770,Venelles,"Imp. de la Coopérative, 13770 Venelles",Déchèterie Venelles,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0172,Unnamed Road,13126,Vauvenargues,"Unnamed Road, 13126 Vauvenargues",Déchèterie Vauvenargues,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0173,D19,13580,La Fare-les-Oliviers,"D19, 13580 La Fare-les-Oliviers",Déchèterie Vautubière,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0174,Quartier Radoubs,13150,Tarascon,"Quartier Radoubs, 13150 Tarascon",Déchèterie Tarascon,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0175,,13115,Saint-Paul-lez-Durance,13115 Saint-Paul-lez-Durance,Déchèterie St Paul Les Durance,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0176,Chem. de l'Arenier,13760,Saint-Cannat,"Chem. de l'Arenier, 13760 Saint-Cannat",Déchèterie St Cannat,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0177,Av. des 3 Communes,13960,Sausset-les-Pins,"Av. des 3 Communes, 13960 Sausset-les-Pins",Déchèterie Sausset les pins,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0178,Av. Luc Alabouvette,13300,Salon-de-Provence,"Av. Luc Alabouvette, 13300 Salon-de-Provence",Déchèterie Salon 2,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0179,,13790,Rousset,13790 Rousset,Déchèterie Rousset,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0180,"Quartier d'Antheron, Grand Rue",13640,La Roque-d'Anthéron,"Quartier d'Antheron, Grand Rue, 13640 La Roque-d'Anthéron",Déchèterie La roque d'anthéron,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0181,186 Chem. des Garrigues,13840,Rognes,"186 Chem. des Garrigues, 13840 Rognes",Déchèterie Rognes,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0182,D20F,13340,Rognac,"D20F, 13340 Rognac",Déchèterie Rognac Fouitades,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0183,D57D,13114,Puyloubier,"D57D, 13114 Puyloubier",Déchèterie Puyloubier,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0184,Chem. du Moulin,13610,Le Puy-Sainte-Réparade,"Chem. du Moulin, 13610 Le Puy-Sainte-Réparade",Déchèterie Puy St Réparade,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0185,23 Av. Max Dormoy,13230,Port-Saint-Louis-du-Rhône,"23 Av. Max Dormoy, 13230 Port-Saint-Louis-du-Rhône",Déchèterie Port St Louis du Rhone,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0186,D62A,13860,Peyrolles-en-Provence,"D62A, 13860 Peyrolles-en-Provence",Déchèterie Peyrolles,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0187,,13124,Peypin,13124 Peypin,Déchèterie Peypin,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0188,"Quartier Gourre d’Aure, route d’Aix",84120,Pertuis,"Quartier Gourre d’Aure, route d’Aix, 84120 Pertuis",Déchèterie Pertuis,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0189,,13170,Les Pennes-Mirabeau,13170 Les Pennes-Mirabeau,Déchèterie Les Pennes-Mirabeau,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0190,,13140,Miramas,13140 Miramas,Déchèterie Miramas,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0191,,13590,Meyreuil,13590 Meyreuil,Déchèterie Meyreuil,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0192,Chem. des Olives,13500,Martigues,"Chem. des Olives, 13500 Martigues",Déchèterie Martigues Vallon du fou,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0193,36 Av. Charles Moulet,13500,Martigues,"36 Av. Charles Moulet, 13500 Martigues",Déchèterie Martigues Croix sainte,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0194,5 Chem. des Macreuses,13700,Marignane,"5 Chem. des Macreuses, 13700 Marignane",Déchèterie Marignane,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0195,"Quartier du pont de la Tour, 13370",13370,Mallemort,"Quartier du pont de la Tour, 13370, 13370 Mallemort",Déchèterie Mallemort,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0196,Av. Fernand Julien,13410,Lambesc,"Av. Fernand Julien, 13410 Lambesc",Déchèterie Lambesc,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0197,Chemin du Vallon de Cavalas,13117,Martigues,"Chemin du Vallon de Cavalas, 13117 Martigues",Déchèterie La couronne,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0198,5 Rue Copernic,13800,Istres,"5 Rue Copernic, 13800 Istres",Déchèterie Istres,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0199,D19,13450,Grans,"D19, 13450 Grans",Déchèterie Grans Cornillon,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0200,Chem. des Pélicans,13180,Gignac-la-Nerthe,"Chem. des Pélicans, 13180 Gignac-la-Nerthe",Déchèterie Gignac,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0201,"Chemin des graviers, quartier de la grande vigne",13420,Gemenos,"Chemin des graviers, quartier de la grande vigne 13420 Gemenos",Déchèterie Gemenos,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0202,"Route de Gréasque, Quartier de la Malespine",13120,Gardanne,"Route de Gréasque, Quartier de la Malespine, 13120 Gardanne",Déchèterie Gardanne,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0203,,13270,Fos-sur-Mer,13270 Fos-sur-Mer,Déchèterie Fos sur mer,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0204,149 Av. de la Côte Bleue,13820,Ensuès-la-Redonne,"149 Av. de la Côte Bleue, 13820 Ensuès-la-Redonne",Déchèterie Ensues la redonne,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0205,1090B Chemin des Platrieres,13510,Éguilles,"1090B Chemin des Platrieres, 13510 Éguilles",Déchèterie Eguilles,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0206,Chemin de l'Espougnac,13650,Meyrargues,"Chemin de l'Espougnac, 13650 Meyrargues",Déchèterie Meyrargues,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0207,Chem. de Sainte-Catherine,13780,Cuges-les-Pins,"Chem. de Sainte-Catherine, 13780 Cuges-les-Pins",Déchèterie Cuges les pins,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0208,Chemin de patafloux,13220,Chateauneuf-les-Martigues,Chemin de patafloux 13220 Chateauneuf-les-Martigues,Déchèterie Chateauneuf les martigues,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0209,222 Rue Albert Einstein,13013,Marseille,"222 Rue Albert Einstein, 13013 Marseille",Déchèterie  Château Gombert,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0210,Vallon des Anglais,13260,Cassis,"Vallon des Anglais, 13260 Cassis",Déchèterie  Cassis,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0211,Lieu dit Sous le Crêt - CD 60 A,13320,Bouc-Bel-Air,"Lieu dit Sous le Crêt - CD 60 A, 13320 Bouc-Bel-Air",Déchèterie  Bouc Bel air,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0212,11 Bd Fernand Bonnefoy,13010,Marseille,"11 Bd Fernand Bonnefoy, 13010 Marseille",Déchèterie Marseille Bonnefoy,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0213,311 Chemin du Pont de St Claude,13390,Auriol,"311 Chemin du Pont de St Claude, 13390 Auriol",Déchèterie Auriol,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0214,620 Av. de la Roche Fourcade,13400,Aubagne,"620 Av. de la Roche Fourcade, 13400 Aubagne",Déchèterie Aubagne,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0215,247 Chem. du Château Lafarge,13090,Aix-en-Provence,"247 Chem. du Château Lafarge, 13090 Aix-en-Provence",Déchèterie Aix la Parade,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire
fvm_0216,Rue du general Mangin,38100,GRENOBLE,Rue du general Mangin - 38100 - GRENOBLE,Déchetterie Pro,DECHETTERIE DE GRENOBLE - VEOLIA MIN,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0217,Lieudit la mare houleuse,77700,Bailly Romainvilliers,"Lieudit la mare houleuse, 77700 Bailly Romainvilliers",Bailly Romainvilliers,Déchetteries,,,,Valobat,Point d'apport volontaire
fvm_0218,Le trou de Chaillouet,77124,Cregy Les Meaux,"Le trou de Chaillouet, 77124 Cregy Les Meaux",Cregy Les Meaux,Déchetteries,,,,Valobat,Point d'apport volontaire
fvm_0219,RD 66,77320,Jouy S/Morin,RD 66 - 77320 Jouy S/Morin,Jouy sur Morin,Déchetteries,,,,Valobat,Point d'apport volontaire
fvm_0220,ZA de la Bauve,77100,Meaux,"ZA de la Bauve, 77100 Meaux",Meaux,Déchetteries,,,,Valobat,Point d'apport volontaire
fvm_0221,Lieudit la croix gillet,77122,Monthyon,"Lieudit la croix gillet, 77122 Monthyon",Monthyon,Déchetteries,,,,Valobat,Point d'apport volontaire
fvm_0222,ZA le fond du grand champ,77440,Ocquerre,"ZA le fond du grand champ, 77440 Ocquerre",Ocquerre,Déchetteries,,,,Valobat,Point d'apport volontaire
fvm_0223,"D55, Av du chemin vert",77730,Saacy S/Marne,"D55, Av du chemin vert, 77730 Saacy S/Marne",Saacy,Déchetteries,,,,Valobat,Point d'apport volontaire
fvm_0224,25 Rue du Ferrage,50430,LESSAY,25 Rue du Ferrage - 50430 LESSAY,Denis Matériaux Lessay,Denis Matériaux,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0225,Zone artisanale les rollandières,35120,DOL DE BRETAGNE,Zone artisanale les rollandières - 35120 DOL DE BRETAGNE,DENIS MATERIAUX,DENIS MATERIAUX . DOL DE BRETAGNE,,Professionnels,,Valobat,Point d'apport volontaire
fvm_0226,LE GUILY,56920,NOYAL PONTIVY,LE GUILY - 56920 NOYAL PONTIVY,DENIS MATERIAUX,DENIS MATERIAUX NOYAL PONTIVY,,Professionnels,,Valobat,Point d'apport volontaire
fvm_0227,ZA DE LAMBOUX,56250,ELVEN,ZA DE LAMBOUX - 56250 ELVEN,DENIS MATERIAUX,"DENIS MATERIAUX, ELVEN",,Professionnels,,Valobat,Point d'apport volontaire
fvm_0228,ZI CHÂTEAU GAILLARD,35470,BAIN DE BRETAGNE,ZI CHÂTEAU GAILLARD - 35470 BAIN DE BRETAGNE,DENIS MATERIAUX,"DENIS MATERIAUX,BDB",,Professionnels,,Valobat,Point d'apport volontaire
fvm_0229,12 RUE DE LA FONTAINE SALEE,44100,Nantes,"12 RUE DE LA FONTAINE SALEE, 44100 Nantes",DISPANO NANTES,DISPANO,06 44 63 44 91,,,,Point d'apport volontaire
fvm_0230,Rte de Geneuille –,25870,Devecey,Rte de Geneuille – 25870 - Devecey,DOUBS RECYCLAGE - Ets. Lazar Levieux,DOUBS RECYCLAGE - Ets. Lazar Levieux,03 81 56 83 08,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0231,205 rue de la Garriguette,34130,SAINT-AUNES,205 rue de la Garriguette 34130 SAINT-AUNES,ECOPARC DE SAINT AUNES,ECOPARC,07 82 06 59 11,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0232,8 RUE PIERRE ET MARIE CURIE,44430,LE LOROUX-BOTTEREAU,8 RUE PIERRE ET MARIE CURIE - 44430 LE LOROUX-BOTTEREAU,Centre de recyclage,EPC COLIBRI (concession MENREC),02 41 26 27 29,Professionnels,,,Point d'apport volontaire
fvm_0233,RUE MISENGRAIN,49520,SEGRE EN ANJOU,RUE MISENGRAIN - 49520 SEGRE EN ANJOU,Centre de recyclage,EPC COLIBRI (concession MENREC),02 41 26 27 29,Professionnels,,,Point d'apport volontaire
fvm_0234,Quartier de l' Aiguille,13180,Gignac-la-Nerthe,"Quartier de l' Aiguille, 13180 Gignac-la-Nerthe",Epur Gignac-la-nerthe,Epur,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0235,6 rue Freycinet - Port de Lagny sur Marne,77400,Lagny-sur-Marne,6 rue Freycinet - Port de Lagny sur Marne - 77400 Lagny-sur-Marne,Espace Artisan Lagny,Espace Artisan,06 10 71 03 26,Professionnels,,,Point d'apport volontaire
fvm_0236,11 allée de la Briarde,77184,Emerainville,11 allée de la Briarde - 77184  Emerainville,Espace Artisan Emerainville,Espace Artisan,06 28 93 79 19,Professionnels,,,Point d'apport volontaire
fvm_0237,38 RUE DES BRODERIES,78310,COIGNIERES,38 RUE DES BRODERIES 78310 COIGNIERES,FFY-FENETRES & FERMETURES DES YVELINES,Espace Artisan,06 19 85 80 32,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0238,Route Ancenis,44430,Le Loroux-Bottereau,Route Ancenis - 44430 Le Loroux-Bottereau,JANNEAU LOGISTIQUE,Espace Artisan,08 09 54 00 00,Professionnels,Particuliers,Valdélia,Point d'apport volontaire
fvm_0239,86 Rue de Léry,27400,Incarville,"86 Rue de Léry, 27400 Incarville",Miroiterie Franconville,Espace Artisan,02 32 40 61 94,Professionnels,Particuliers,Valdélia,Point d'apport volontaire
fvm_0240,75 Rue Rateau Bat C5-C6,93120,La Courneuve,"75 Rue Rateau Bat C5-C6, 93120 La Courneuve",AEF Fenêtres,Espace Artisan,01 45 42 00 00,Professionnels,Particuliers,Valdélia,Point d'apport volontaire
fvm_0241,61 Av. Franklin Roosevelt,77260,La Ferté-sous-Jouarre,"61 Av. Franklin Roosevelt, 77260 La Ferté-sous-Jouarre",MENUISERIE DU GLAIRET,Espace Artisan,01 60 22 39 78,Professionnels,Particuliers,Valdélia,Point d'apport volontaire
fvm_0242,148-156 Rue gallieni,92100,Boulogne Billlancourt,"148-156 Rue gallieni, 92100 Boulogne Billlancourt",K par K,Espace Artisan,08 01 01 05 08,Professionnels,,Valdélia,Point d'apport volontaire
fvm_0243,8 Rue Charles Martigny,94700,Maisons-Alfort,"8 Rue Charles Martigny, 94700 Maisons-Alfort",ACOUSSUR,Espace Artisan,01 71 33 17 71,Professionnels,Particuliers,Valdélia,Point d'apport volontaire
fvm_0244,"27 Route de Vernierfontaine, Rue du Gros Chêne –",25800,Valdahon,"27 Route de Vernierfontaine, Rue du Gros Chêne – 25800 - Valdahon",Espace Aubade Les Matériaux Comafranc Valdahon,Espace Aubade Les Matériaux Comafranc Valdahon,03 81 56 22 01,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0245,41 RUE ALAIN GERBAULT,56000,VANNES,41 RUE ALAIN GERBAULT - 56000 VANNES,ESPRIT CARRELAGE,ESPRIT CARRELAGE VANNES,02 90 79 20 20,Professionnels,,Valobat,Point d'apport volontaire
fvm_0246,Za la Bouysse,12500,Espalion,"Za la Bouysse, 12500 Espalion",Gedimat Espalion,GEDIMAT,05 65 44 05 20,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0247,109 Av de Rodez,12300,La Primaube,"109 Av de Rodez, 12300 La Primaube",Gedimat La Primaube,GEDIMAT,05 65 71 40 11,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0248,Chem. de la Meule,33680,LACANAU,Chem. de la Meule - 33680 LACANAU,GEDIMAT BATI Lacanau,GEDIMAT,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0249,1886 Rte Nationale,50380,Saint-Pair-sur-Mer,1886 Rte Nationale - 50380 Saint-Pair-sur-Mer,GEDIMAT Granville Matériaux,GEDIMAT,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0250,22 AVENUE DE LA GARE,43700,BRIVES CHARENSAC,22 AVENUE DE LA GARE - 43700 BRIVES CHARENSAC,GEDIMAT,GEDIMAT,471057400,Professionnels,,Valobat,Point d'apport volontaire
fvm_0251,ZI - 2 route de Delincourt,27140,GISORS,ZI - 2 route de Delincourt - 27140 GISORS,GEDIMAT Lunel,GEDIMAT,02 32 27 66 66,,,Valobat,Point d'apport volontaire
fvm_0252,ZI LE CHAMP FLEURI,44840,LES SORINIERES,ZI LE CHAMP FLEURI 44840 LES SORINIERES,Etablissement LESIMPLE GEDIMAT,GEDIMAT,,,,Valobat,Point d'apport volontaire
fvm_0253,70 Rue du Crêt de l'oeillet,42152,L'HORME,70 Rue du Crêt de l'oeillet - 42152 - L'HORME,negoce,GEDIMAT DELMONICO DOREL,07 77 22 25 30,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0254,RUE EDOUARD FOLLENS,59750,FEIGNIES,RUE EDOUARD FOLLENS - 59750 FEIGNIES,GEDIMAT FEIGNIES,GEDIMAT FEIGNIES,03 27 65 66 22,Professionnels,,Valobat,Point d'apport volontaire
