id,rue,cp,ville,adresse_full,name,raison_sociale,telephone,accueil_1,accueil_2,eco_orgs,folder_type,result_label,result_score,result_type,latitude,longitude
fvm_0172,Unnamed Road,13126,Vauvenargues,"Unnamed Road, 13126 Vauvenargues",Déchèterie Vauvenargues,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Vauvenargues,0.443341212121212,municipality,43.555929,5.585144
fvm_0173,D19,13580,La Fare-les-Oliviers,"D19, 13580 La Fare-les-Oliviers",Déchèterie Vautubière,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,La Fare-les-Oliviers,0.7905526877470356,street,43.550048,5.193338
fvm_0174,Quartier Radoubs,13150,Tarascon,"Quartier Radoubs, 13150 Tarascon",Déchèterie Tarascon,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Quartier Tivoli 13150 Tarascon,0.5168873020527859,street,43.800048,4.662481
fvm_0175,,13115,Saint-Paul-lez-Durance,13115 Saint-Paul-lez-Durance,Déchèterie St Paul Les Durance,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Saint-paul-lès-durance 13115 Saint-Paul-lès-Durance,0.7800045059288537,street,43.686979,5.707767
fvm_0176,Chem. de l'Arenier,13760,Saint-Cannat,"Chem. de l'Arenier, 13760 Saint-Cannat",Déchèterie St Cannat,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Chemin de l'Arénier 13760 Saint-Cannat,0.8456881818181817,street,43.611137,5.298328
fvm_0177,Av. des 3 Communes,13960,Sausset-les-Pins,"Av. des 3 Communes, 13960 Sausset-les-Pins",Déchèterie Sausset les pins,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Avenue des 3 Communes 13960 Sausset-les-Pins,0.8120602392344497,street,43.340183,5.102182
fvm_0178,Av. Luc Alabouvette,13300,Salon-de-Provence,"Av. Luc Alabouvette, 13300 Salon-de-Provence",Déchèterie Salon 2,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Avenue Luc Alabouvette 13300 Salon-de-Provence,0.8236690909090908,street,43.642234,5.030924
fvm_0179,,13790,Rousset,13790 Rousset,Déchèterie Rousset,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Rousset,0.9431854545454544,municipality,43.481809,5.620074
fvm_0180,"Quartier d'Antheron, Grand Rue",13640,La Roque-d'Anthéron,"Quartier d'Antheron, Grand Rue, 13640 La Roque-d'Anthéron",Déchèterie La roque d'anthéron,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Quartier du Grand Pont 13640 La Roque-d'Anthéron,0.6547693481989707,locality,43.716649,5.316527
fvm_0181,186 Chem. des Garrigues,13840,Rognes,"186 Chem. des Garrigues, 13840 Rognes",Déchèterie Rognes,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,186 Chemin des Garrigues 13840 Rognes,0.8452552199413489,housenumber,43.662523,5.335957
fvm_0182,D20F,13340,Rognac,"D20F, 13340 Rognac",Déchèterie Rognac Fouitades,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Rognac,0.49245999999999995,municipality,43.496377,5.221441
fvm_0183,D57D,13114,Puyloubier,"D57D, 13114 Puyloubier",Déchèterie Puyloubier,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Puyloubier,0.6134183116883117,municipality,43.520707,5.674078
fvm_0184,Chem. du Moulin,13610,Le Puy-Sainte-Réparade,"Chem. du Moulin, 13610 Le Puy-Sainte-Réparade",Déchèterie Puy St Réparade,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Chemin du Moulin 13610 Le Puy-Sainte-Réparade,0.865162634032634,street,43.666776,5.43872
fvm_0185,23 Av. Max Dormoy,13230,Port-Saint-Louis-du-Rhône,"23 Av. Max Dormoy, 13230 Port-Saint-Louis-du-Rhône",Déchèterie Port St Louis du Rhone,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,23 Avenue Marx Dormoy 13230 Port-Saint-Louis-du-Rhône,0.7904181818181818,housenumber,43.391311,4.812323
fvm_0186,D62A,13860,Peyrolles-en-Provence,"D62A, 13860 Peyrolles-en-Provence",Déchèterie Peyrolles,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Peyrolles-en-Provence,0.7613536363636363,municipality,43.639384,5.575208
fvm_0187,,13124,Peypin,13124 Peypin,Déchèterie Peypin,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Peypin,0.9434663636363636,municipality,43.383976,5.570986
fvm_0188,"Quartier Gourre d’Aure, route d’Aix",84120,Pertuis,"Quartier Gourre d’Aure, route d’Aix, 84120 Pertuis",Déchèterie Pertuis,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Rue de Gourre d’Aure 84120 Pertuis,0.5186155555555555,street,43.674898,5.49669
fvm_0189,,13170,Les Pennes-Mirabeau,13170 Les Pennes-Mirabeau,Déchèterie Les Pennes-Mirabeau,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Les Pennes-Mirabeau,0.9496563636363635,municipality,43.39829,5.326859
fvm_0190,,13140,Miramas,13140 Miramas,Déchèterie Miramas,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Miramas,0.9503418181818182,municipality,43.582796,5.009776
fvm_0191,,13590,Meyreuil,13590 Meyreuil,Déchèterie Meyreuil,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Meyreuil,0.9441754545454546,municipality,43.488402,5.496377
fvm_0192,Chem. des Olives,13500,Martigues,"Chem. des Olives, 13500 Martigues",Déchèterie Martigues Vallon du fou,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Chemin des Rouges 13500 Martigues,0.5716827272727273,street,43.342556,5.086886
fvm_0193,36 Av. Charles Moulet,13500,Martigues,"36 Av. Charles Moulet, 13500 Martigues",Déchèterie Martigues Croix sainte,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,36 Avenue Charles Moulet 13500 Martigues,0.8097894652406417,housenumber,43.404617,5.027412
fvm_0194,5 Chem. des Macreuses,13700,Marignane,"5 Chem. des Macreuses, 13700 Marignane",Déchèterie Marignane,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,5 Chemin des Macreuses 13700 Marignane,0.8466927272727273,housenumber,43.4077,5.205301
fvm_0195,"Quartier du pont de la Tour, 13370",13370,Mallemort,"Quartier du pont de la Tour, 13370, 13370 Mallemort",Déchèterie Mallemort,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Chemin de la Tour 13370 Mallemort,0.542081515151515,street,43.725832,5.211256
fvm_0196,Av. Fernand Julien,13410,Lambesc,"Av. Fernand Julien, 13410 Lambesc",Déchèterie Lambesc,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Avenue Fernand Julien 13410 Lambesc,0.77442131661442,street,43.64697,5.256556
fvm_0197,Chemin du Vallon de Cavalas,13117,Martigues,"Chemin du Vallon de Cavalas, 13117 Martigues",Déchèterie La couronne,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Chemin du Vallon de Cavalas 13117 Martigues,0.9625727272727271,street,43.356123,5.033352
fvm_0198,5 Rue Copernic,13800,Istres,"5 Rue Copernic, 13800 Istres",Déchèterie Istres,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,5 Rue Copernic 13800 Istres,0.9608718181818181,housenumber,43.520225,4.96062
fvm_0199,D19,13450,Grans,"D19, 13450 Grans",Déchèterie Grans Cornillon,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Grans,0.4886927272727272,municipality,43.612328,5.063813
fvm_0200,Chem. des Pélicans,13180,Gignac-la-Nerthe,"Chem. des Pélicans, 13180 Gignac-la-Nerthe",Déchèterie Gignac,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Chemin des Pelicans 13180 Gignac-la-Nerthe,0.8482571717171715,locality,43.390664,5.203149
fvm_0201,"Chemin des graviers, quartier de la grande vigne",13420,Gemenos,"Chemin des graviers, quartier de la grande vigne 13420 Gemenos",Déchèterie Gemenos,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Chemin des Graviers 13420 Gémenos,0.48766225589225587,street,43.288948,5.6184
fvm_0202,"Route de Gréasque, Quartier de la Malespine",13120,Gardanne,"Route de Gréasque, Quartier de la Malespine, 13120 Gardanne",Déchèterie Gardanne,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Route de Greasque 13120 Gardanne,0.5022327272727273,street,43.448869,5.509208
fvm_0203,,13270,Fos-sur-Mer,13270 Fos-sur-Mer,Déchèterie Fos sur mer,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Fos-sur-Mer,0.94806,municipality,43.451226,4.933732
fvm_0204,149 Av. de la Côte Bleue,13820,Ensuès-la-Redonne,"149 Av. de la Côte Bleue, 13820 Ensuès-la-Redonne",Déchèterie Ensues la redonne,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,149 Avenue de la Côte Bleue 13820 Ensuès-la-Redonne,0.8422733333333332,housenumber,43.354451,5.186097
fvm_0205,1090B Chemin des Platrieres,13510,Éguilles,"1090B Chemin des Platrieres, 13510 Éguilles",Déchèterie Eguilles,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Chemin des Plâtrières 13510 Éguilles,0.7998358441558441,street,43.561221,5.364132
fvm_0206,Chemin de l'Espougnac,13650,Meyrargues,"Chemin de l'Espougnac, 13650 Meyrargues",Déchèterie Meyrargues,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Chemin de l'Espougnac 13650 Meyrargues,0.9594054545454543,street,43.639789,5.50346
fvm_0207,Chem. de Sainte-Catherine,13780,Cuges-les-Pins,"Chem. de Sainte-Catherine, 13780 Cuges-les-Pins",Déchèterie Cuges les pins,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Chemin Sainte Catherine 13780 Cuges-les-Pins,0.8046366297117515,street,43.273269,5.710083
fvm_0208,Chemin de patafloux,13220,Chateauneuf-les-Martigues,Chemin de patafloux 13220 Chateauneuf-les-Martigues,Déchèterie Chateauneuf les martigues,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Chemin de Patafloux 13220 Châteauneuf-les-Martigues,0.9630009090909091,street,43.392823,5.162741
fvm_0209,222 Rue Albert Einstein,13013,Marseille,"222 Rue Albert Einstein, 13013 Marseille",Déchèterie  Château Gombert,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Rue albert einstein 13013 Marseille,0.8581736363636363,street,43.33936,5.439117
fvm_0210,Vallon des Anglais,13260,Cassis,"Vallon des Anglais, 13260 Cassis",Déchèterie  Cassis,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Clos du Vallon 13260 Cassis,0.4715787878787878,street,43.222421,5.540587
fvm_0211,Lieu dit Sous le Crêt - CD 60 A,13320,Bouc-Bel-Air,"Lieu dit Sous le Crêt - CD 60 A, 13320 Bouc-Bel-Air",Déchèterie  Bouc Bel air,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Rue du Souquet 13320 Bouc-Bel-Air,0.4414299226305609,street,43.428679,5.410961
fvm_0212,11 Bd Fernand Bonnefoy,13010,Marseille,"11 Bd Fernand Bonnefoy, 13010 Marseille",Déchèterie Marseille Bonnefoy,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Boulevard fernand bonnefoy 13010 Marseille,0.6807124475524474,street,43.2809,5.40126
fvm_0213,311 Chemin du Pont de St Claude,13390,Auriol,"311 Chemin du Pont de St Claude, 13390 Auriol",Déchèterie Auriol,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,311 Chemin Pont de Saint Claude 13390 Auriol,0.7834018625277162,housenumber,43.367449,5.619856
fvm_0214,620 Av. de la Roche Fourcade,13400,Aubagne,"620 Av. de la Roche Fourcade, 13400 Aubagne",Déchèterie Aubagne,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,620 Avenue de la Roche-Fourcade 13400 Aubagne,0.8276334965034964,housenumber,43.285009,5.541006
fvm_0215,247 Chem. du Château Lafarge,13090,Aix-en-Provence,"247 Chem. du Château Lafarge, 13090 Aix-en-Provence",Déchèterie Aix la Parade,Déchetterie,,,Particuliers,Valobat,Point d'apport volontaire,Chemin du Château Lafarge 13090 Aix-en-Provence,0.8029474747474746,street,43.508382,5.417526
fvm_0216,Rue du general Mangin,38100,GRENOBLE,Rue du general Mangin - 38100 - GRENOBLE,Déchetterie Pro,DECHETTERIE DE GRENOBLE - VEOLIA MIN,,Professionnels,Particuliers,,Point d'apport volontaire,Rue Général Mangin 38100 Grenoble,0.883589749216301,street,45.172013,5.716547
fvm_0217,Lieudit la mare houleuse,77700,Bailly Romainvilliers,"Lieudit la mare houleuse, 77700 Bailly Romainvilliers",Bailly Romainvilliers,Déchetteries,,,,Valobat,Point d'apport volontaire,La Mare Houleuse 77700 Bailly-Romainvilliers,0.7858647474747473,locality,48.8524,2.798899
fvm_0218,Le trou de Chaillouet,77124,Cregy Les Meaux,"Le trou de Chaillouet, 77124 Cregy Les Meaux",Cregy Les Meaux,Déchetteries,,,,Valobat,Point d'apport volontaire,Le Trou de Chaillouet 77124 Crégy-lès-Meaux,0.9463536363636362,locality,48.967785,2.863552
fvm_0219,RD 66,77320,Jouy S/Morin,RD 66 - 77320 Jouy S/Morin,Jouy sur Morin,Déchetteries,,,,Valobat,Point d'apport volontaire,,,,,
fvm_0220,ZA de la Bauve,77100,Meaux,"ZA de la Bauve, 77100 Meaux",Meaux,Déchetteries,,,,Valobat,Point d'apport volontaire,Rue de la Bauve 77100 Meaux,0.7572420661157024,street,48.963544,2.909275
fvm_0221,Lieudit la croix gillet,77122,Monthyon,"Lieudit la croix gillet, 77122 Monthyon",Monthyon,Déchetteries,,,,Valobat,Point d'apport volontaire,rue de La Croix Gillet 77122 Monthyon,0.6281051351351352,street,49.017411,2.823837
fvm_0222,ZA le fond du grand champ,77440,Ocquerre,"ZA le fond du grand champ, 77440 Ocquerre",Ocquerre,Déchetteries,,,,Valobat,Point d'apport volontaire,Fond de Grand Champ 77440 Ocquerre,0.7221998930481283,street,49.021374,3.041662
fvm_0223,"D55, Av du chemin vert",77730,Saacy S/Marne,"D55, Av du chemin vert, 77730 Saacy S/Marne",Saacy,Déchetteries,,,,Valobat,Point d'apport volontaire,Rue du Chemin Vert 77730 Saâcy-sur-Marne,0.6479072727272728,street,48.971729,3.220021
fvm_0224,25 Rue du Ferrage,50430,LESSAY,25 Rue du Ferrage - 50430 LESSAY,Denis Matériaux Lessay,Denis Matériaux,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,25 Rue du Ferrage 50430 Lessay,0.9523827272727271,housenumber,49.212344,-1.525459
fvm_0225,Zone artisanale les rollandières,35120,DOL DE BRETAGNE,Zone artisanale les rollandières - 35120 DOL DE BRETAGNE,DENIS MATERIAUX,DENIS MATERIAUX . DOL DE BRETAGNE,,Professionnels,,Valobat,Point d'apport volontaire,Rue des Rolandières 35120 Dol-de-Bretagne,0.5780248128342246,street,48.553006,-1.72668
fvm_0226,LE GUILY,56920,NOYAL PONTIVY,LE GUILY - 56920 NOYAL PONTIVY,DENIS MATERIAUX,DENIS MATERIAUX NOYAL PONTIVY,,Professionnels,,Valobat,Point d'apport volontaire,Le Fanc 56920 Noyal-Pontivy,0.5667018881118879,street,48.016795,-2.897444
fvm_0227,ZA DE LAMBOUX,56250,ELVEN,ZA DE LAMBOUX - 56250 ELVEN,DENIS MATERIAUX,"DENIS MATERIAUX, ELVEN",,Professionnels,,Valobat,Point d'apport volontaire,Zone Artisanale de Lamboux 56250 Elven,0.47894225895316805,locality,47.721182,-2.589374
fvm_0228,ZI CHÂTEAU GAILLARD,35470,BAIN DE BRETAGNE,ZI CHÂTEAU GAILLARD - 35470 BAIN DE BRETAGNE,DENIS MATERIAUX,"DENIS MATERIAUX,BDB",,Professionnels,,Valobat,Point d'apport volontaire,le Château Gaillard 35470 Bain-de-Bretagne,0.8514744471744471,street,47.855875,-1.67974
fvm_0229,12 RUE DE LA FONTAINE SALEE,44100,Nantes,"12 RUE DE LA FONTAINE SALEE, 44100 Nantes",DISPANO NANTES,DISPANO,06 44 63 44 91,,,,Point d'apport volontaire,12 Rue de la Fontaine Salée 44100 Nantes,0.96914,housenumber,47.199199,-1.614829
fvm_0230,Rte de Geneuille –,25870,Devecey,Rte de Geneuille – 25870 - Devecey,DOUBS RECYCLAGE - Ets. Lazar Levieux,DOUBS RECYCLAGE - Ets. Lazar Levieux,03 81 56 83 08,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Route de Geneuille 25870 Devecey,0.8091344055944055,street,47.327591,6.006682
fvm_0231,205 rue de la Garriguette,34130,SAINT-AUNES,205 rue de la Garriguette 34130 SAINT-AUNES,ECOPARC DE SAINT AUNES,ECOPARC,07 82 06 59 11,Professionnels,Particuliers,Valobat,Point d'apport volontaire,205 Rue de la Garriguette 34130 Saint-Aunès,0.9564163636363635,housenumber,43.649124,3.973831
fvm_0232,8 RUE PIERRE ET MARIE CURIE,44430,LE LOROUX-BOTTEREAU,8 RUE PIERRE ET MARIE CURIE - 44430 LE LOROUX-BOTTEREAU,Centre de recyclage,EPC COLIBRI (concession MENREC),02 41 26 27 29,Professionnels,,,Point d'apport volontaire,8 Rue pierre et marie curie 44430 Le Loroux-Bottereau,0.9578554545454545,housenumber,47.233927,-1.368597
fvm_0233,RUE MISENGRAIN,49520,SEGRE EN ANJOU,RUE MISENGRAIN - 49520 SEGRE EN ANJOU,Centre de recyclage,EPC COLIBRI (concession MENREC),02 41 26 27 29,Professionnels,,,Point d'apport volontaire,Rue du Misengrain 49520 Segré-en-Anjou Bleu,0.7638325252525252,street,47.718108,-0.965108
fvm_0234,Quartier de l' Aiguille,13180,Gignac-la-Nerthe,"Quartier de l' Aiguille, 13180 Gignac-la-Nerthe",Epur Gignac-la-nerthe,Epur,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Quartier des Aiguilles 13180 Gignac-la-Nerthe,0.7761070995670994,street,43.37916,5.200511
fvm_0235,6 rue Freycinet - Port de Lagny sur Marne,77400,Lagny-sur-Marne,6 rue Freycinet - Port de Lagny sur Marne - 77400 Lagny-sur-Marne,Espace Artisan Lagny,Espace Artisan,06 10 71 03 26,Professionnels,,,Point d'apport volontaire,6 Rue Freycinet 77400 Lagny-sur-Marne,0.559010505050505,housenumber,48.875934,2.6784
fvm_0236,11 allée de la Briarde,77184,Emerainville,11 allée de la Briarde - 77184  Emerainville,Espace Artisan Emerainville,Espace Artisan,06 28 93 79 19,Professionnels,,,Point d'apport volontaire,11 Allée de la Briarde 77184 Émerainville,0.9567663636363636,housenumber,48.818309,2.611874
fvm_0237,38 RUE DES BRODERIES,78310,COIGNIERES,38 RUE DES BRODERIES 78310 COIGNIERES,FFY-FENETRES & FERMETURES DES YVELINES,Espace Artisan,06 19 85 80 32,Professionnels,Particuliers,Valobat,Point d'apport volontaire,38 Rue des Broderies 78310 Coignières,0.9581799999999999,housenumber,48.737866,1.909444
fvm_0238,Route Ancenis,44430,Le Loroux-Bottereau,Route Ancenis - 44430 Le Loroux-Bottereau,JANNEAU LOGISTIQUE,Espace Artisan,08 09 54 00 00,Professionnels,Particuliers,Valdélia,Point d'apport volontaire,Route de nantes 44430 Le Loroux-Bottereau,0.6456818181818181,street,47.237892,-1.3561
fvm_0239,86 Rue de Léry,27400,Incarville,"86 Rue de Léry, 27400 Incarville",Miroiterie Franconville,Espace Artisan,02 32 40 61 94,Professionnels,Particuliers,Valdélia,Point d'apport volontaire,86 Rue de Léry 27400 Incarville,0.9561263636363635,housenumber,49.242303,1.177765
fvm_0240,75 Rue Rateau Bat C5-C6,93120,La Courneuve,"75 Rue Rateau Bat C5-C6, 93120 La Courneuve",AEF Fenêtres,Espace Artisan,01 45 42 00 00,Professionnels,Particuliers,Valdélia,Point d'apport volontaire,75 Rue Rateau 93120 La Courneuve,0.713727012987013,housenumber,48.924893,2.403701
fvm_0241,61 Av. Franklin Roosevelt,77260,La Ferté-sous-Jouarre,"61 Av. Franklin Roosevelt, 77260 La Ferté-sous-Jouarre",MENUISERIE DU GLAIRET,Espace Artisan,01 60 22 39 78,Professionnels,Particuliers,Valdélia,Point d'apport volontaire,61 Avenue Franklin Roosevelt 77260 La Ferté-sous-Jouarre,0.8562981818181817,housenumber,48.943658,3.118994
fvm_0242,148-156 Rue gallieni,92100,Boulogne Billlancourt,"148-156 Rue gallieni, 92100 Boulogne Billlancourt",K par K,Espace Artisan,08 01 01 05 08,Professionnels,,Valdélia,Point d'apport volontaire,156 Rue Gallieni 92100 Boulogne-Billancourt,0.871631618625277,housenumber,48.835978,2.234767
fvm_0243,8 Rue Charles Martigny,94700,Maisons-Alfort,"8 Rue Charles Martigny, 94700 Maisons-Alfort",ACOUSSUR,Espace Artisan,01 71 33 17 71,Professionnels,Particuliers,Valdélia,Point d'apport volontaire,8 Rue Charles Martigny 94700 Maisons-Alfort,0.9658536363636362,housenumber,48.790622,2.436858
fvm_0244,"27 Route de Vernierfontaine, Rue du Gros Chêne –",25800,Valdahon,"27 Route de Vernierfontaine, Rue du Gros Chêne – 25800 - Valdahon",Espace Aubade Les Matériaux Comafranc Valdahon,Espace Aubade Les Matériaux Comafranc Valdahon,03 81 56 22 01,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Route de Vernierfontaine 25800 Valdahon,0.595516895368782,street,47.147469,6.329157
fvm_0245,41 RUE ALAIN GERBAULT,56000,VANNES,41 RUE ALAIN GERBAULT - 56000 VANNES,ESPRIT CARRELAGE,ESPRIT CARRELAGE VANNES,02 90 79 20 20,Professionnels,,Valobat,Point d'apport volontaire,41 Rue Alain Gerbault 56000 Vannes,0.9709772727272725,housenumber,47.665519,-2.730904
fvm_0246,Za la Bouysse,12500,Espalion,"Za la Bouysse, 12500 Espalion",Gedimat Espalion,GEDIMAT,05 65 44 05 20,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Chemin de la Bouysse 12500 Espalion,0.6179521212121211,street,44.527685,2.757827
fvm_0247,109 Av de Rodez,12300,La Primaube,"109 Av de Rodez, 12300 La Primaube",Gedimat La Primaube,GEDIMAT,05 65 71 40 11,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Avenue de Rodez 12300 Decazeville,0.31685052785923756,street,44.556233,2.276435
fvm_0248,Chem. de la Meule,33680,LACANAU,Chem. de la Meule - 33680 LACANAU,GEDIMAT BATI Lacanau,GEDIMAT,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Chemin de la Meule 33680 Lacanau,0.8152389510489509,street,44.97017,-1.070925
fvm_0249,1886 Rte Nationale,50380,Saint-Pair-sur-Mer,1886 Rte Nationale - 50380 Saint-Pair-sur-Mer,GEDIMAT Granville Matériaux,GEDIMAT,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,1886 Route Nationale 50380 Saint-Pair-sur-Mer,0.8697053613053612,housenumber,48.812294,-1.540944
fvm_0250,22 AVENUE DE LA GARE,43700,BRIVES CHARENSAC,22 AVENUE DE LA GARE - 43700 BRIVES CHARENSAC,GEDIMAT,GEDIMAT,471057400,Professionnels,,Valobat,Point d'apport volontaire,Avenue de la Gare 43700 Brives-Charensac,0.879190606060606,street,45.045334,3.926519
fvm_0251,ZI - 2 route de Delincourt,27140,GISORS,ZI - 2 route de Delincourt - 27140 GISORS,GEDIMAT Lunel,GEDIMAT,02 32 27 66 66,,,Valobat,Point d'apport volontaire,2 Route de Delincourt 27140 Gisors,0.8729154545454545,housenumber,49.267763,1.78561
fvm_0252,ZI LE CHAMP FLEURI,44840,LES SORINIERES,ZI LE CHAMP FLEURI 44840 LES SORINIERES,Etablissement LESIMPLE GEDIMAT,GEDIMAT,,,,Valobat,Point d'apport volontaire,Rue du Champ Fleuri 44840 Les Sorinières,0.7440552334152334,street,47.143776,-1.525421
fvm_0253,70 Rue du Crêt de l'oeillet,42152,L'HORME,70 Rue du Crêt de l'oeillet - 42152 - L'HORME,negoce,GEDIMAT DELMONICO DOREL,07 77 22 25 30,Professionnels,Particuliers,,Point d'apport volontaire,70 Rue du Crêt de l’Œillet 42152 L'Horme,0.94995,housenumber,45.490599,4.525218
fvm_0254,RUE EDOUARD FOLLENS,59750,FEIGNIES,RUE EDOUARD FOLLENS - 59750 FEIGNIES,GEDIMAT FEIGNIES,GEDIMAT FEIGNIES,03 27 65 66 22,Professionnels,,Valobat,Point d'apport volontaire,Rue Follens 59750 Feignies,0.6829306397306397,street,50.282826,3.905965
fvm_0255,20 RUE MARCEAU BATTEUX,59610,FOURMIES,20 RUE MARCEAU BATTEUX - 59610 FOURMIES,GEDIMAT FOURMIES,GEDIMAT FOURMIES,03 27 60 83 60,Professionnels,,Valobat,Point d'apport volontaire,20 Rue Marceau Batteux 59610 Fourmies,0.9565663636363635,housenumber,50.025821,4.032875
fvm_0256,Rue Blaise Pascal,39570,Lons-Le-Saunier,Rue Blaise Pascal - 39570 Lons-Le-Saunier,IA Dech Pro,GROUPE DEMAIN,03 84 47 00 60,Professionnels,,,Point d'apport volontaire,Route de Lons le Saunier 39570 Gevingey,0.44326220095693775,street,46.641078,5.501018
fvm_0257,ZI DE LA GRANDE ROUILLAIS,35420,LOUVIGNE DU DESERT,ZI DE LA GRANDE ROUILLAIS - 35420 LOUVIGNE DU DESERT,GUENEE MATERIAUX,GUENEE MATERIAUX,02 99 98 01 47,Professionnels,,Valobat,Point d'apport volontaire,ZI La Rouillais 35420 Louvigné-du-Désert,0.7327244186046511,locality,48.48516,-1.132051
fvm_0258,33 avenue Louis Toussaint,61104,FLERS,33 avenue Louis Toussaint - 61104 FLERS,GUIBOUT Flers,GUIBOUT,02 33 65 65 00,,,Valobat,Point d'apport volontaire,,,,,
fvm_0259,La Brindossière,61600,MAGNY LE DESERT,La Brindossière - 61600 MAGNY LE DESERT,GUIBOUT Magny le desert,GUIBOUT,02 33 14 04 24,,,Valobat,Point d'apport volontaire,Impasse de la Petite Brindossière 61600 Magny-le-Désert,0.6049418181818181,street,48.590475,-0.331277
fvm_0260,Parc des Gaillons,61400,SAINT HILAIRE LE CHATEL,Parc des Gaillons - 61400 SAINT HILAIRE LE CHATEL,GUIBOUT ST Hilaire le chatel,GUIBOUT,02 33 65 65 00,,,Valobat,Point d'apport volontaire,Zone des Gaillons Sud 61400 Saint-Hilaire-le-Châtel,0.7180618181818181,street,48.532427,0.512587
fvm_0261,446 Bd François Mitterand,53100,Mayenne,446 Bd François Mitterand - 53100 Mayenne,GUIBOUT MATERIAUX - Mayenne,GUIBOUT MATERIAUX - Mayenne,02 43 04 32 47,,,Valobat,Point d'apport volontaire,446 Boulevard François Mitterrand 53100 Mayenne,0.7379877827050997,housenumber,48.289696,-0.615254
fvm_0262,13 rue des Tilleuls,27420,LES THILLIERS EN VEXIN,13 rue des Tilleuls - 27420 LES THILLIERS EN VEXIN,GUICHAUX MATERIAUX Thilliers en vexin,GUICHAUX,02 32 55 61 28,,,Valobat,Point d'apport volontaire,13 Rue des Tilleuls 27420 Les Thilliers-en-Vexin,0.949790909090909,housenumber,49.2367,1.607243
fvm_0263,LANVINEC,22970,PLOUMAGOAR,LANVINEC - 22970 PLOUMAGOAR,DECHETERIE PROFESSIONNEL,GUYOT ENVIRONNEMENT GUINGAMP,02 96 43 77 75,Professionnels,,,Point d'apport volontaire,Rue Laënnec 22970 Ploumagoar,0.5551718181818182,street,48.556119,-3.131324
fvm_0264,6 Rue Georges Clémenceau,57130,ARS-SUR-MOSELLE,6 Rue Georges Clémenceau - 57130 ARS-SUR-MOSELLE,Déchèterie La Mance,HAGANIS Environnement,,Professionnels,Particuliers,,Point d'apport volontaire,6 Rue Georges Clémenceau 57130 Ars-sur-Moselle,0.962591818181818,housenumber,49.076434,6.077707
